[Data]
X [ m ] (X Coordinate), Y [ m ] (Y Coordinate), Z [ m ] (Z Coordinate), Absolute Pressure [ Pa ], Force X [ N ], Force Y [ N ], Force Z [ N ]
3.17499973e-003, -1.66081965e-001, 5.88111877e-001, 9.10808438e+004, 8.82100984e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.62539810e-001, 5.90489805e-001, 9.13855547e+004, 6.59944639e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.75425053e-001, 5.86303949e-001, 9.00984375e+004, 1.04309738e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.73212379e-001, 5.90635240e-001, 9.15871797e+004, 6.70185164e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.69216841e-001, 5.90234041e-001, 9.16003672e+004, 4.78529930e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.70585454e-001, 5.86375177e-001, 9.04914766e+004, 1.01901039e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.67545110e-001, 5.82692623e-001, 8.90534063e+004, -2.11372048e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.60244867e-001, 5.76453149e-001, 7.42967813e+004, -2.31509596e-001, -2.79571116e-002, -3.37365955e-001
3.17499973e-003, -1.59671977e-001, 5.76405644e-001, 7.42963672e+004, 2.12090448e-001, -2.68143546e-002, -3.23625892e-001
-3.17499973e-003, -1.65357605e-001, 5.76876819e-001, 7.59795547e+004, -2.91275352e-001, -1.94017962e-002, -2.34108150e-001
-3.17499973e-003, -1.61808282e-001, 5.81341624e-001, 8.89122578e+004, -1.59894988e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61997795e-001, 5.80356538e-001, 8.87565469e+004, 1.24846637e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61327511e-001, 5.85451126e-001, 9.03851172e+004, 1.42890617e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.58091679e-001, 5.85421979e-001, 9.00387031e+004, -1.23620763e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.52472109e-001, 5.81221879e-001, 8.93289063e+004, 1.80908710e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.56581521e-001, 5.85552216e-001, 9.03845078e+004, 9.88962576e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.57567307e-001, 5.80885887e-001, 8.94180859e+004, 1.30498722e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.55177385e-001, 5.76033235e-001, 7.21728828e+004, 2.84005314e-001, -3.04187089e-002, -3.67052138e-001
-3.17499973e-003, -1.55749321e-001, 5.76080620e-001, 7.42463984e+004, -1.95967585e-001, -2.67120264e-002, -3.22349250e-001
-3.17499973e-003, -1.52795464e-001, 5.79357386e-001, 8.76197109e+004, -1.32958546e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.56976789e-001, 5.80509782e-001, 8.84047734e+004, -1.44005671e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.44548476e-001, 5.75152457e-001, 7.22782266e+004, -3.76247257e-001, -2.43668742e-002, -2.94049382e-001
-3.17499973e-003, -1.50279343e-001, 5.75627327e-001, 7.11916563e+004, -2.96937972e-001, -4.64475229e-002, -5.60510576e-001
3.17499973e-003, -1.50152147e-001, 5.75616777e-001, 7.65303828e+004, 2.25014895e-001, -1.77187789e-002, -2.13820517e-001
3.17499973e-003, -1.44419163e-001, 5.75141728e-001, 7.20061953e+004, 2.05774918e-001, -3.27055901e-002, -3.94694149e-001
-3.17499973e-003, -1.63790584e-001, 5.90268910e-001, 9.13228828e+004, -5.02863824e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.62849680e-001, 5.86339593e-001, 9.04581641e+004, -1.01351120e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.67067647e-001, 5.88328719e-001, 9.10926172e+004, -8.00791606e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70354903e-001, 5.91004968e-001, 9.15577266e+004, -5.79142980e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71972275e-001, 5.86884439e-001, 9.06057344e+004, -1.01736501e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.75083339e-001, 5.90923309e-001, 9.15859141e+004, -8.98092091e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76165119e-001, 5.86149395e-001, 9.00746953e+004, -9.40117016e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70806438e-001, 6.11439228e-001, 9.34817031e+004, -4.34934273e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70171291e-001, 6.06324196e-001, 9.32540234e+004, -4.94793653e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.74320713e-001, 6.08758748e-001, 9.33935859e+004, -3.50956805e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.74771845e-001, 6.04496658e-001, 9.32413281e+004, -4.17431816e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71572685e-001, 5.95677972e-001, 9.21206719e+004, -8.40906054e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76537350e-001, 5.95906019e-001, 9.24215234e+004, -5.03726192e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70632988e-001, 6.01146817e-001, 9.29369688e+004, -5.61661571e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.75326526e-001, 5.99881053e-001, 9.28488047e+004, -4.74933386e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.69157237e-001, 6.28618956e-001, 9.38916094e+004, -3.77439521e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.41472965e-001, 6.66389823e-001, 9.37232344e+004, -3.46153714e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.44601732e-001, 6.62879050e-001, 9.37570938e+004, -2.94402242e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.49399728e-001, 6.62460029e-001, 9.38250469e+004, -4.31686938e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.52231187e-001, 6.56872511e-001, 9.38373516e+004, -5.33675142e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.63157314e-001, 6.42096758e-001, 9.37131250e+004, 3.05971950e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.60193413e-001, 6.42668426e-001, 9.39714922e+004, -2.59850640e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.55973479e-001, 6.62411034e-001, 9.36283516e+004, -6.34731278e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.58595860e-001, 6.56422734e-001, 9.36937422e+004, -4.71569374e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.48939118e-001, 6.57607496e-001, 9.39874141e+004, 3.00066415e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.55159146e-001, 6.57783806e-001, 9.36825781e+004, 6.42198771e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61214888e-001, 6.54698610e-001, 9.32410313e+004, 6.04048967e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.73829764e-001, 6.67014241e-001, 8.93897656e+004, -1.46437615e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.67302802e-001, 6.58644021e-001, 9.21914141e+004, -7.71563500e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.66373044e-001, 6.53400064e-001, 9.31272344e+004, -4.66102995e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.63184851e-001, 6.56178176e-001, 9.33514688e+004, -3.10597550e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71217054e-001, 6.55095994e-001, 9.14904297e+004, -8.44390616e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.66412383e-001, 6.56889021e-001, 9.23258984e+004, 8.07808340e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.65684178e-001, 6.51708543e-001, 9.29721094e+004, 5.62021956e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70552075e-001, 6.62946463e-001, 9.06448516e+004, -9.57973003e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.72005743e-001, 6.59153581e-001, 9.07602188e+004, -6.59471303e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.62034228e-001, 6.60433173e-001, 9.31091016e+004, -5.36759421e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65861368e-001, 6.63818836e-001, 9.19078906e+004, -7.04059377e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71176791e-001, 6.33973002e-001, 9.36190078e+004, -4.55898792e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70199811e-001, 6.49148822e-001, 9.25897891e+004, -9.04119611e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.64853364e-001, 6.49199307e-001, 9.36460000e+004, -3.19728367e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65857285e-001, 6.43529892e-001, 9.37316172e+004, -5.22943959e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.66965827e-001, 6.43499970e-001, 9.33984297e+004, 3.21110934e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71694070e-001, 6.43414259e-001, 9.27988672e+004, -6.91851676e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.73764780e-001, 6.38924062e-001, 9.28616094e+004, -5.35992235e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.42593771e-001, 6.71740711e-001, 9.37408516e+004, -3.87874879e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.49329364e-001, 6.75556779e-001, 9.37108203e+004, -2.67350469e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.53225452e-001, 6.77258790e-001, 9.33064063e+004, -3.73066813e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.48439273e-001, 6.79813147e-001, 9.36232344e+004, -4.06691805e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.52785569e-001, 6.81527138e-001, 9.29622266e+004, -4.52034883e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.58909068e-001, 7.04313278e-001, 8.92776406e+004, -1.83540851e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.51449323e-001, 6.99425697e-001, 9.16521875e+004, -7.70467967e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.43037766e-001, 7.01482117e-001, 9.31869219e+004, -5.18988408e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.46915168e-001, 6.98382854e-001, 9.27827109e+004, -4.69012894e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.49898887e-001, 6.95590198e-001, 9.24080703e+004, -4.04377021e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.46465689e-001, 6.94143951e-001, 9.31708828e+004, -3.43654752e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.56777620e-001, 6.78749502e-001, 9.24538125e+004, -5.46886139e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.56433716e-001, 6.82677925e-001, 9.21239375e+004, -3.85140963e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.60344630e-001, 6.81583822e-001, 9.12891719e+004, -7.63787851e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.67192325e-001, 6.90046370e-001, 8.91844688e+004, 1.59537449e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.56730443e-001, 6.99344873e-001, 9.01747734e+004, -1.38434619e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.54212683e-001, 6.95036113e-001, 9.13534219e+004, -9.55040902e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.60423666e-001, 6.94084346e-001, 8.97841250e+004, -1.65044010e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61430985e-001, 6.96078360e-001, 8.96357188e+004, 8.15237015e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.52707607e-001, 6.94580555e-001, 9.11194688e+004, 1.00759707e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.57550097e-001, 6.94909275e-001, 9.02389766e+004, 9.63188931e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.53115496e-001, 6.80113316e-001, 9.26498828e+004, 4.78227548e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.57503441e-001, 6.81396008e-001, 9.14963594e+004, 7.12091103e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61241651e-001, 6.82748318e-001, 9.06664219e+004, 6.54626787e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.46062315e-001, 6.90215766e-001, 9.34492734e+004, -2.87803132e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.50732160e-001, 6.90971315e-001, 9.26659922e+004, -7.02812001e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.48119256e-001, 6.85572803e-001, 9.33884141e+004, -5.72698489e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.53800040e-001, 6.85995579e-001, 9.23338594e+004, -6.40050396e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.55567408e-001, 6.90104663e-001, 9.10441797e+004, 1.12938896e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.53926343e-001, 6.84894323e-001, 9.19318984e+004, 8.07857960e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.68619335e-001, 6.90939069e-001, 8.84626094e+004, -1.51441410e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65439829e-001, 6.87112331e-001, 8.92655703e+004, -1.21154226e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.64588451e-001, 6.91129923e-001, 8.91303125e+004, -9.20002013e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65855497e-001, 6.95197046e-001, 8.86367500e+004, -1.43948346e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.65415406e-001, 6.95177972e-001, 8.91018359e+004, 1.29182279e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71318248e-001, 7.01617181e-001, 8.81226953e+004, -1.93350539e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.75710261e-001, 7.04570711e-001, 8.83331641e+004, -1.58391804e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76681682e-001, 6.99101210e-001, 8.84761406e+004, -1.89475745e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71392128e-001, 6.95812821e-001, 8.81537891e+004, -2.00675726e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76136106e-001, 6.94367766e-001, 8.83127500e+004, -1.13659352e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.73566937e-001, 6.90850675e-001, 8.81897266e+004, -1.46501988e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.62349373e-001, 6.99249148e-001, 8.89223672e+004, -1.74677968e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.67370409e-001, 6.99146509e-001, 8.83088359e+004, -1.36025771e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.62313163e-001, 6.76370084e-001, 9.12775625e+004, -1.25915706e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.61492884e-001, 6.70725763e-001, 9.22123672e+004, -7.48928040e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76393002e-001, 6.72372997e-001, 8.84744297e+004, -2.06974074e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.65003210e-001, 6.82152867e-001, 8.99973125e+004, 7.94786438e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.69194102e-001, 6.82057440e-001, 8.93650938e+004, 1.11002676e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.67208880e-001, 6.85327530e-001, 8.94427188e+004, 7.41367713e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65787712e-001, 6.81734502e-001, 8.98117188e+004, -1.64186090e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.70976073e-001, 6.77423120e-001, 8.94631094e+004, 1.50154874e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71369225e-001, 6.75158262e-001, 8.90234375e+004, -1.34350955e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.76178724e-001, 6.78107262e-001, 8.82420469e+004, -1.74377725e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.67580351e-001, 6.76932991e-001, 8.97169297e+004, -1.03010245e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70968503e-001, 6.85818613e-001, 8.84859063e+004, -2.03742117e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71207666e-001, 6.79964185e-001, 8.87599609e+004, -1.63178191e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.75891116e-001, 6.83359206e-001, 8.83743281e+004, -1.59228578e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.75802559e-001, 6.87413633e-001, 8.83186875e+004, -1.05083093e-001, 0.00000000e+000, 0.00000000e+000
-4.27095219e-004, -2.20200002e-001, 6.52311027e-001, 9.02624219e+004, 0.00000000e+000, -5.69139048e-002, 0.00000000e+000
3.17499973e-003, -2.20200002e-001, 6.33467257e-001, 9.12841484e+004, 4.44544964e-002, -3.02452520e-002, 0.00000000e+000
-3.17499973e-003, -2.20200002e-001, 6.64535761e-001, 8.95265781e+004, -4.53468822e-002, -6.97232485e-002, 0.00000000e+000
-3.17499973e-003, -2.20200002e-001, 6.68310344e-001, 8.71672969e+004, -8.37717578e-002, -7.78455213e-002, 0.00000000e+000
3.17499973e-003, -2.20200002e-001, 6.66333258e-001, 8.82950313e+004, 6.43079057e-002, -9.85346362e-002, 0.00000000e+000
3.17499973e-003, -2.20200002e-001, 6.53539538e-001, 9.02606406e+004, 7.84948990e-002, -3.88490334e-002, 0.00000000e+000
-2.38485634e-004, -2.20200002e-001, 6.54788494e-001, 9.03136094e+004, 0.00000000e+000, -5.14265969e-002, 0.00000000e+000
3.17499973e-003, -2.20200002e-001, 6.62492573e-001, 9.00303672e+004, 2.81533841e-002, -7.33237714e-002, 0.00000000e+000
-3.17499973e-003, -2.20200002e-001, 6.60759807e-001, 9.00988281e+004, -1.74118951e-002, -4.53915931e-002, 0.00000000e+000
3.17499973e-003, -2.20200002e-001, 6.58303022e-001, 9.02192344e+004, 6.19871691e-002, -3.61121409e-002, 0.00000000e+000
-2.37340108e-004, -2.20200002e-001, 6.58306777e-001, 8.97559844e+004, 0.00000000e+000, -6.80851713e-002, 0.00000000e+000
-3.17499973e-003, -2.20200002e-001, 6.55227184e-001, 9.04269766e+004, -1.23330476e-002, -2.16183774e-002, 0.00000000e+000
3.17499973e-003, -2.14575052e-001, 6.56922102e-001, 9.00571094e+004, 1.54499725e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.14256018e-001, 6.51517749e-001, 9.04535938e+004, 1.71612218e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.10271716e-001, 6.47409678e-001, 8.99673750e+004, 1.26382947e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.07727075e-001, 6.51693821e-001, 8.96421328e+004, 1.52036205e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.07220018e-001, 6.44235492e-001, 8.99320234e+004, 8.20892230e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.04953074e-001, 6.47567570e-001, 8.98277734e+004, 1.18230619e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.11894035e-001, 6.42392159e-001, 9.05474063e+004, 1.25929341e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.15423614e-001, 6.37304664e-001, 9.12357031e+004, 9.23136026e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.10862607e-001, 6.36260092e-001, 9.04471641e+004, 1.12808801e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.12970465e-001, 6.40128314e-001, 9.04418516e+004, -1.24145657e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.07928419e-001, 6.42842948e-001, 9.04182578e+004, -1.98726952e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.10068077e-001, 6.49690509e-001, 8.99976172e+004, -1.70539454e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.04003125e-001, 6.48106277e-001, 9.03553359e+004, -1.72246858e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.12580413e-001, 6.54893517e-001, 8.97576875e+004, -1.20585024e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.17457831e-001, 6.55134320e-001, 9.09470859e+004, -5.37746213e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.16040999e-001, 6.65808558e-001, 8.92320000e+004, -1.34151995e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.15696126e-001, 6.72319353e-001, 8.65243047e+004, -3.17767739e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.20200002e-001, 6.72326446e-001, 8.28495938e+004, -7.58654326e-002, -6.91399723e-002, 0.00000000e+000
3.17499973e-003, -2.09540546e-001, 6.56152785e-001, 8.95020703e+004, 1.78788155e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.07812905e-001, 6.62298024e-001, 8.84557578e+004, -1.35337994e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.06755698e-001, 6.53676450e-001, 8.95251328e+004, -1.65539175e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.00127929e-001, 6.53520226e-001, 8.99582188e+004, -2.20953360e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.04655617e-001, 6.58293068e-001, 8.90634922e+004, -1.43647686e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.03591615e-001, 6.62290573e-001, 8.87841563e+004, -9.18576270e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.03578204e-001, 6.56154275e-001, 8.93439063e+004, 1.50614589e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.05127388e-001, 6.61305487e-001, 8.87777813e+004, 1.93299457e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.01317072e-001, 6.51709914e-001, 8.97230391e+004, 1.51575208e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.16215730e-001, 6.62582159e-001, 9.01075859e+004, 1.15267165e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.15743214e-001, 6.67110682e-001, 8.82777344e+004, 1.51705459e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.11192071e-001, 6.62901819e-001, 8.87627422e+004, 2.24058971e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.03787804e-001, 6.78651452e-001, 8.67075781e+004, -2.44675413e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.10135490e-001, 6.76049292e-001, 8.64907969e+004, -3.03228676e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.03458339e-001, 6.73344493e-001, 8.70665547e+004, -1.99868470e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.95127159e-001, 6.65755987e-001, 8.86980078e+004, 1.64415210e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.00450331e-001, 6.64436579e-001, 8.85589141e+004, 1.83210924e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.99287087e-001, 6.70280576e-001, 8.79725156e+004, 2.62380421e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.96307153e-001, 6.60847187e-001, 8.91023203e+004, 1.33865997e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.91533715e-001, 6.61932647e-001, 8.88924063e+004, 1.38269469e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.99979663e-001, 6.59785032e-001, 8.93875313e+004, -1.36813581e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.94915384e-001, 6.56920552e-001, 8.96545000e+004, -1.82473540e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.00608164e-001, 6.65120065e-001, 8.86950625e+004, -1.53910026e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.98071361e-001, 6.56019211e-001, 8.94702031e+004, 1.35021120e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.00394660e-001, 6.59646869e-001, 8.90707734e+004, 1.05350167e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.95331573e-001, 6.66524529e-001, 8.90243359e+004, -1.57525674e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.99648231e-001, 6.69975042e-001, 8.81683359e+004, -1.52751014e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.96219385e-001, 6.61848664e-001, 8.93424844e+004, -1.13692656e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.91190660e-001, 6.61871672e-001, 8.92166953e+004, -2.15150341e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.07849652e-001, 6.70673251e-001, 8.70206641e+004, -2.27788985e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.04738706e-001, 6.72754407e-001, 8.72772188e+004, 1.72379702e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.09560484e-001, 6.72326207e-001, 8.70435859e+004, 2.11124435e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.07152814e-001, 6.76914811e-001, 8.64741797e+004, 2.21300125e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.03529567e-001, 6.69228375e-001, 8.75451172e+004, -1.11910559e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.11267799e-001, 6.66639447e-001, 8.80061953e+004, -1.92497104e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -2.05605358e-001, 6.66050553e-001, 8.79688438e+004, -1.40356690e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.06096470e-001, 6.67139471e-001, 8.80171484e+004, 2.57214129e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -2.11348742e-001, 6.67974353e-001, 8.77306406e+004, 1.55548736e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.90378904e-001, 6.68057799e-001, 8.88046250e+004, -1.79608911e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.85386032e-001, 6.64450288e-001, 8.87113047e+004, -2.00844809e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.85568452e-001, 6.70019507e-001, 8.85545703e+004, -1.75004900e-001, 0.00000000e+000, 0.00000000e+000
